Spółka,Kwartały,Wartość księgowa,Cena/WK,Zysk na akcję,Cena/Zysk,Przychód,Cena/Przychód,Zysk operacyjny,Cena/Zysk operacyjny,Wartość księgowa Grahama,Cena/Wartość księgowa Grahama,Wartość przedsiębiorstwa,Wartość przedsiębiorstwa/Przychody,Wartość przedsiębiorstwa/EBIT,Wartość przedsiębiorstwa/EBITDA,ROE,ROA,Marża zysku operacyjnego,Marża zysku netto,Marża zysku ze sprzedaży,Marża zysku brutto,Marża zysku brutto ze sprzedaży,Rentowność operacyjna aktywów,Udział zysku netto w przepływach operacyjnych,Wskaźnik źródeł finansowania inwestycji,Zadłużenie ogólne,Zadłużenie kapitału własnego,Zadłużenie długoterminowe,Zadłużenie środków trwałych,Pokrycie aktywów trwałych kapitałami stałymi,Trwałość struktury finansowania,Zastosowanie kapitału obcego,Wskaźnik ogólnej sytuacji finansowej,Zadłużenie netto,Zadłużenie netto / EBITDA,Zadłużenie finansowe netto,Zadłużenie finansowe netto / EBITDA,I stopień pokrycia,II stopień pokrycia,Płynność gotówkowa,Płynność szybka,Płynność bieżąca,Płynność podwyższona,Pokrycie zobowiązań należnościami,Udział kapitału pracującego w aktywach,Pokrycie kosztów kapitałem obrotowym,Rotacja należności,Cykl należności,Cykl zobowiązań,Rotacja zapasów,Cykl zapasów,Rotacja majątku obrotowego,Rotacja majątku trwałego,Rotacja majątku ogółem,Cykl operacyjny,Cykl konwersji gotówki
PGN,2016/Q1,5.44,0.98,0.39,13.78,5.92,0.90,0.57,9.37,-0.79,,4.99,0.84,4.79,8.80,7.09%,4.47%,9.58%,6.52%,13.77%,9.14%,,6.57%,32.31%,46.59%,0.37,0.59,0.34,3.05,1.17,0.84,1.33,1.16,9 919 000 000,1.61,-1 933 000 000,-0.31,0.87,1.17,1.03,1.60,1.76,1.11,0.40,0.12,0.23,11.78,31,65,12.41,29,2.75,0.95,0.71,60,-5
PGN,2016/Q2,5.30,1.06,0.26,21.44,5.66,0.99,0.42,13.35,-0.90,,5.31,0.94,6.01,12.67,4.93%,3.07%,7.41%,4.61%,13.83%,6.57%,,4.93%,24.11%,56.35%,0.38,0.61,0.27,3.87,1.08,0.79,1.39,1.19,10 827 000 000,2.08,-1 693 000 000,-0.32,0.85,1.08,0.77,1.11,1.29,0.77,0.23,0.06,0.12,11.28,32,82,12.75,29,2.53,0.91,0.67,61,-21
PGN,2016/Q3,5.28,0.96,0.27,18.53,5.56,0.91,0.40,12.59,-1.02,,5.19,0.93,6.08,12.95,5.16%,3.29%,7.21%,4.90%,13.50%,6.77%,,4.85%,24.76%,82.80%,0.36,0.57,0.27,3.95,1.06,0.81,1.52,1.27,11 649 000 000,2.31,851 000 000,0.17,0.84,1.06,0.60,0.95,1.26,0.65,0.25,0.05,0.09,11.58,32,95,13.48,27,2.51,0.89,0.66,59,-36
PGN,2016/Q4,5.43,1.04,0.40,14.13,5.63,1.00,0.57,9.89,-0.72,,5.72,1.02,5.65,10.04,7.34%,4.73%,10.12%,7.08%,11.12%,9.67%,,6.76%,39.70%,105.17%,0.36,0.55,0.23,4.54,1.09,0.79,1.31,1.16,11 204 000 000,1.88,523 000 000,0.09,0.88,1.09,0.56,1.06,1.30,0.62,0.41,0.06,0.11,10.85,34,105,13.55,27,2.51,0.91,0.67,61,-44
PGN,2017/Q1,5.79,1.02,0.44,13.34,5.86,1.01,0.64,9.21,-0.45,,5.67,0.97,5.16,8.82,7.66%,5.30%,10.96%,7.57%,11.31%,10.47%,,7.67%,42.16%,281.52%,0.31,0.45,0.21,4.61,1.13,0.84,1.21,1.12,9 330 000 000,1.47,-1 455 000 000,-0.23,0.93,1.13,0.68,1.39,1.58,0.72,0.60,0.09,0.17,9.89,37,102,13.57,27,2.65,0.93,0.69,64,-38
PGN,2017/Q2,5.68,1.11,0.55,11.49,6.00,1.05,0.76,8.28,-0.60,,6.04,1.01,4.97,7.92,9.69%,7.05%,12.72%,9.17%,11.13%,12.51%,,9.78%,52.18%,-376.22%,0.27,0.37,0.21,4.65,1.10,0.88,1.39,1.26,9 262 000 000,1.32,-1 597 000 000,-0.23,0.90,1.10,0.52,1.28,1.68,0.58,0.63,0.08,0.13,9.54,38,86,13.72,27,3.00,0.95,0.72,65,-21
PGN,2017/Q3,5.74,1.18,0.55,12.31,6.06,1.12,0.75,9.11,-0.59,,7.17,1.18,5.95,9.62,9.60%,6.95%,12.29%,9.10%,10.62%,12.22%,,9.39%,58.56%,3 055.04%,0.28,0.38,0.22,4.61,1.10,0.88,1.36,1.24,10 837 000 000,1.56,2 181 000 000,0.31,0.91,1.10,0.01,1.10,1.68,0.33,0.71,0.08,0.13,8.66,42,75,13.51,27,3.19,0.97,0.74,69,-6
PGN,2017/Q4,5.82,1.08,0.51,12.43,6.21,1.01,0.68,9.30,-0.47,,6.36,1.03,5.59,9.41,8.69%,6.06%,10.90%,8.15%,11.86%,10.94%,,8.11%,60.69%,631.21%,0.30,0.43,0.21,4.63,1.12,0.84,1.23,1.14,11 548 000 000,1.76,428 000 000,0.07,0.92,1.12,0.34,1.20,1.56,0.40,0.76,0.09,0.15,8.11,45,67,13.29,27,3.39,0.99,0.76,72,5
PGN,2018/Q1,6.07,0.93,0.50,11.30,6.48,0.87,0.66,8.50,-0.30,,5.30,0.82,2.45,7.97,8.25%,5.94%,10.26%,7.72%,11.32%,10.41%,,7.90%,53.73%,211.36%,0.28,0.39,0.20,4.74,1.14,0.86,1.15,1.09,9 771 000 000,0.78,-2 043 000 000,-0.16,0.95,1.14,0.50,1.49,1.76,0.57,0.83,0.11,0.21,8.07,45,61,13.47,27,3.58,1.03,0.80,72,11
PGN,2018/Q2,6.19,0.92,0.54,10.66,6.56,0.87,0.70,8.16,-0.25,,5.29,0.81,4.56,7.57,8.65%,6.37%,10.66%,8.16%,10.33%,10.94%,,8.31%,56.48%,91.02%,0.26,0.36,0.19,4.71,1.15,0.88,1.13,1.08,8 732 000 000,1.30,-2 407 000 000,-0.36,0.96,1.15,0.52,1.47,1.94,0.70,0.69,0.11,0.18,7.84,47,62,12.94,28,3.42,1.03,0.79,75,13
PGN,2018/Q3,6.23,1.04,0.57,11.39,6.83,0.95,0.77,8.40,-0.27,,6.23,0.91,5.07,8.09,9.12%,6.44%,11.28%,8.32%,10.76%,11.40%,,8.74%,58.17%,74.09%,0.29,0.42,0.19,4.76,1.14,0.84,1.11,1.07,10 687 000 000,1.51,-1 395 000 000,-0.20,0.96,1.14,0.34,1.15,1.67,0.53,0.58,0.11,0.17,7.86,46,65,12.27,30,3.25,1.07,0.80,76,11
PGN,2018/Q4,6.34,1.09,0.56,12.43,7.14,0.97,0.76,9.08,-0.39,,6.87,0.96,5.58,9.03,8.77%,6.03%,10.66%,7.79%,12.41%,10.92%,,8.25%,55.25%,77.74%,0.31,0.45,0.20,4.72,1.13,0.82,1.16,1.09,11 622 000 000,1.63,-223 000 000,-0.03,0.94,1.13,0.42,1.17,1.53,0.53,0.61,0.09,0.15,8.23,44,66,11.95,31,3.23,1.10,0.82,75,9
PGN,2019/Q1,6.58,0.95,0.47,13.34,7.33,0.85,0.65,9.58,-0.42,,6.14,0.84,60.67,9.41,7.13%,5.03%,8.91%,6.40%,9.73%,9.05%,,7.00%,53.37%,106.61%,0.29,0.42,0.22,4.39,1.15,0.86,1.18,1.11,11 302 000 000,19.32,-649 000 000,-1.11,0.94,1.15,0.41,1.50,1.79,0.61,0.79,0.11,0.14,8.29,44,66,12.28,30,3.22,1.10,0.82,74,8
PGN,2019/Q2,6.51,0.82,0.39,13.61,7.44,0.71,0.54,9.91,-0.52,,5.18,0.70,5.03,9.66,5.99%,4.23%,7.20%,5.25%,9.20%,7.32%,,5.81%,43.30%,99.07%,0.29,0.42,0.22,4.37,1.13,0.86,1.23,1.14,11 006 000 000,1.85,-779 000 000,-0.13,0.93,1.13,0.43,1.31,1.74,0.64,0.57,0.10,0.15,8.36,44,68,12.12,30,3.19,1.09,0.81,74,6
PGN,2019/Q3,6.53,0.72,0.30,15.71,7.34,0.64,0.42,11.27,-0.65,,4.90,0.67,5.37,11.75,4.58%,3.20%,5.69%,4.08%,8.52%,5.73%,,4.46%,31.35%,99.28%,0.30,0.43,0.23,4.41,1.12,0.86,1.30,1.18,12 226 000 000,2.32,1 158 000 000,0.22,0.91,1.12,0.36,1.04,1.62,0.52,0.46,0.09,0.13,8.73,42,69,11.74,31,3.20,1.05,0.79,73,4
PGN,2019/Q4,6.60,0.66,0.24,18.24,7.27,0.60,0.42,10.22,-1.01,,4.97,0.68,5.22,11.73,3.60%,2.32%,5.83%,3.26%,6.88%,5.14%,,4.14%,27.76%,116.85%,0.36,0.55,0.27,3.85,1.10,0.82,1.38,1.20,15 651 000 000,2.84,3 715 000 000,0.68,0.87,1.10,0.28,1.05,1.42,0.51,0.51,0.08,0.13,8.76,42,72,11.27,32,3.12,1.01,0.76,74,2
PGN,2020/Q1,6.75,0.51,0.19,18.30,7.17,0.48,0.39,8.75,-0.84,,3.61,0.50,3.85,9.18,2.78%,1.89%,5.48%,2.62%,6.66%,4.09%,,3.96%,16.11%,101.21%,0.32,0.47,0.26,3.85,1.12,0.86,1.36,1.21,12 763 000 000,2.36,981 000 000,0.18,0.89,1.12,0.37,1.40,1.68,0.69,0.62,0.10,0.15,9.11,40,74,11.10,33,3.07,0.98,0.74,73,-1
PGN,2020/Q2,7.52,0.60,1.03,4.39,7.00,0.65,1.46,3.12,-0.15,,4.61,0.66,2.27,3.16,13.77%,9.62%,20.84%,14.79%,11.58%,19.18%,,13.56%,78.37%,92.48%,0.30,0.43,0.25,3.70,1.23,0.87,1.05,1.03,13 364 000 000,1.14,387 000 000,0.03,0.98,1.23,0.47,2.00,2.30,0.69,1.24,0.16,0.31,6.85,53,77,10.95,33,2.74,0.93,0.70,86,9
PGN,2020/Q3,7.49,0.67,1.05,4.81,6.89,0.73,1.54,3.29,-0.25,,4.52,0.66,2.13,2.94,14.01%,10.10%,22.30%,15.24%,8.63%,19.81%,,14.79%,46.11%,61.36%,0.28,0.39,0.26,3.73,1.22,0.91,1.09,1.06,8 552 000 000,0.70,-3 040 000 000,-0.25,0.97,1.22,1.25,2.19,2.69,1.44,0.68,0.16,0.29,6.66,55,74,12.69,29,2.57,0.90,0.67,84,10
PGN,2020/Q4,7.64,0.73,1.27,4.36,6.78,0.82,1.66,3.34,-0.37,,5.04,0.74,2.24,3.04,16.63%,11.67%,24.45%,18.73%,16.88%,23.02%,,15.25%,51.99%,59.76%,0.30,0.42,0.26,3.65,1.21,0.89,1.13,1.08,10 338 000 000,0.79,-2 914 000 000,-0.22,0.95,1.21,1.00,1.97,2.35,1.19,0.75,0.15,0.33,6.62,55,67,12.90,28,2.48,0.88,0.65,83,16
PGN,2021/Q1,7.97,0.75,1.44,4.18,6.92,0.87,1.87,3.21,-0.19,,5.12,0.74,2.07,2.74,18.04%,12.57%,27.04%,20.77%,19.19%,26.15%,,16.37%,62.70%,51.74%,0.30,0.44,0.26,3.58,1.23,0.88,1.06,1.03,9 557 000 000,0.67,-5 162 000 000,-0.36,0.98,1.23,1.14,2.16,2.40,1.32,0.72,0.17,0.38,6.54,56,65,13.22,28,2.33,0.88,0.64,84,19
PGN,2021/Q2,8.01,0.83,0.67,10.00,7.47,0.89,0.93,7.21,-0.26,,5.84,0.78,3.81,6.31,8.32%,5.62%,12.39%,8.93%,14.65%,11.67%,,7.79%,31.62%,58.49%,0.33,0.48,0.26,3.62,1.22,0.85,1.07,1.04,10 815 000 000,1.22,-4 830 000 000,-0.55,0.97,1.22,0.81,1.74,2.04,1.13,0.56,0.15,0.32,8.40,43,65,13.97,26,2.41,0.93,0.67,69,4
PGN,2021/Q3,7.74,0.84,0.76,8.48,8.53,0.76,1.07,6.07,-1.77,,6.52,0.76,3.87,6.12,9.85%,5.07%,12.50%,8.94%,17.80%,12.56%,,7.09%,80.38%,126.70%,0.49,0.94,0.40,2.77,1.14,0.72,1.32,1.08,25 788 000 000,2.65,297 000 000,0.03,0.81,1.14,0.24,1.08,1.30,0.67,0.39,0.09,0.20,7.50,49,92,12.38,29,2.23,1.00,0.69,78,-14
PKN,2004/Q4,30.84,1.23,5.80,6.51,71.73,0.53,6.28,6.02,1.60,23.65,41.54,0.58,4.40,6.61,18.82%,11.89%,8.76%,8.09%,10.12%,10.23%,19.80%,12.87%,68.25%,96.46%,0.35,0.55,0.25,3.55,1.27,0.79,0.91,0.93,5 230 291 000,1.30,1 601 665 000,0.40,1.02,1.27,0.18,1.18,1.98,0.50,0.65,0.19,0.17,11.78,31,48,7.69,47,3.87,2.37,1.47,78,30
PKN,2005/Q4,38.98,1.61,10.70,5.86,96.30,0.65,11.57,5.42,-3.68,,70.63,0.73,4.49,6.11,27.46%,13.71%,12.01%,11.12%,8.93%,12.80%,17.26%,14.81%,124.96%,86.33%,0.42,0.85,0.33,3.33,1.06,0.67,1.13,0.90,12 747 682 000,1.89,3 389 994 000,0.50,0.80,1.06,0.13,0.75,1.47,0.16,0.57,0.12,0.12,8.89,41,74,6.33,58,3.45,2.26,1.37,99,25
PKN,2006/Q1,40.19,1.47,10.00,5.89,106.88,0.55,10.76,5.48,-2.34,,69.56,0.65,4.49,6.47,24.88%,12.65%,10.06%,9.35%,7.23%,10.78%,15.18%,13.61%,169.09%,129.87%,0.41,0.81,0.32,3.36,1.09,0.67,1.08,0.89,12 926 142 000,1.95,4 558 456 000,0.69,0.82,1.09,0.09,0.77,1.54,0.12,0.63,0.13,0.12,8.99,41,72,6.51,56,3.62,2.21,1.37,97,25
PKN,2006/Q2,42.50,1.25,6.07,8.73,115.27,0.46,7.45,7.12,0.87,60.68,60.63,0.53,4.88,8.14,14.28%,7.30%,6.46%,5.27%,6.83%,6.67%,14.50%,8.96%,82.56%,110.96%,0.41,0.80,0.30,3.42,1.14,0.66,0.97,0.86,13 128 856 000,2.47,3 264 869 000,0.61,0.88,1.14,0.13,0.89,1.64,0.15,0.71,0.16,0.15,9.06,40,65,6.74,54,3.73,2.38,1.45,94,29
PKN,2006/Q3,44.64,1.10,6.04,8.11,119.49,0.41,7.63,6.43,3.41,14.35,54.86,0.46,4.37,7.19,13.54%,7.07%,6.38%,5.06%,6.82%,6.65%,14.38%,8.92%,72.23%,85.39%,0.40,0.76,0.28,3.49,1.18,0.67,0.91,0.84,11 859 659 000,2.21,2 505 678 000,0.47,0.93,1.18,0.18,1.02,1.73,0.29,0.71,0.18,0.16,8.84,41,63,6.76,54,3.63,2.46,1.47,95,32
PKN,2006/Q4,44.07,1.08,4.64,10.27,123.61,0.39,6.02,7.92,-14.21,,66.73,0.54,6.09,11.08,10.54%,4.37%,4.87%,3.76%,6.02%,5.16%,13.23%,5.67%,53.77%,84.64%,0.52,1.26,0.48,2.81,1.01,0.61,1.34,0.91,21 175 770 000,4.52,8 137 785 000,1.74,0.68,1.01,0.16,0.70,1.19,0.18,0.44,0.06,0.07,8.51,43,72,6.75,54,3.44,2.35,1.40,97,25
PKN,2007/Q1,44.09,1.09,3.91,12.29,128.46,0.37,5.85,8.21,-13.11,,68.67,0.53,6.26,11.75,8.86%,3.70%,4.55%,3.04%,5.96%,4.49%,13.35%,5.54%,34.47%,81.84%,0.52,1.25,0.51,2.59,1.05,0.63,1.31,0.91,20 914 096 000,4.45,8 841 399 000,1.88,0.69,1.05,0.17,0.77,1.29,0.19,0.50,0.09,0.09,8.30,44,78,6.80,54,3.30,2.29,1.35,98,20
PKN,2007/Q2,45.67,1.20,4.50,12.22,134.71,0.41,6.06,9.07,-11.05,,73.22,0.54,6.36,12.08,9.85%,4.20%,4.50%,3.34%,6.06%,4.87%,13.51%,5.65%,43.02%,87.54%,0.52,1.21,0.44,2.88,1.04,0.61,1.25,0.91,21 284 397 000,4.32,7 793 511 000,1.58,0.72,1.04,0.15,0.69,1.25,0.16,0.45,0.08,0.08,8.58,43,84,6.70,55,3.27,2.25,1.33,98,14
PKN,2007/Q3,46.56,1.19,3.61,15.36,140.29,0.40,5.28,10.51,-9.37,,72.66,0.52,6.64,13.76,7.76%,3.41%,3.76%,2.58%,5.19%,3.47%,12.76%,4.98%,43.27%,88.55%,0.50,1.14,0.42,2.98,1.06,0.62,1.22,0.91,20 043 316 000,4.28,7 340 513 000,1.57,0.75,1.06,0.18,0.69,1.30,0.18,0.48,0.09,0.09,8.81,41,88,6.56,56,3.28,2.21,1.32,97,9
PKN,2007/Q4,46.61,1.11,5.64,9.20,149.15,0.35,6.09,8.53,-9.73,,72.53,0.49,6.16,11.91,12.10%,5.23%,4.08%,3.78%,4.47%,4.72%,12.02%,5.65%,122.76%,142.82%,0.51,1.18,0.56,2.24,1.16,0.67,1.22,0.91,21 863 876 000,4.34,8 823 712 000,1.75,0.75,1.16,0.12,0.72,1.56,0.13,0.56,0.15,0.13,9.21,40,80,6.43,57,3.41,2.37,1.40,97,17
PKN,2008/Q1,47.28,0.84,6.99,5.66,159.74,0.25,6.53,6.05,-7.75,,59.30,0.37,4.88,9.08,14.78%,6.39%,4.09%,4.38%,4.26%,5.25%,11.22%,5.97%,126.84%,148.48%,0.51,1.18,0.57,2.11,1.21,0.68,1.16,0.89,22 085 622 000,4.25,8 445 501 000,1.63,0.77,1.21,0.13,0.76,1.67,0.14,0.60,0.18,0.14,9.71,38,72,6.24,58,3.53,2.56,1.48,96,24
PKN,2008/Q2,48.93,0.70,8.40,4.06,173.48,0.20,7.36,4.64,-6.43,,51.66,0.30,3.96,7.02,17.17%,7.46%,4.24%,4.84%,4.16%,5.68%,10.66%,6.54%,154.65%,147.74%,0.51,1.18,0.50,2.32,1.20,0.65,1.13,0.90,22 977 245 000,4.12,7 494 290 000,1.34,0.80,1.20,0.10,0.71,1.54,0.12,0.58,0.16,0.12,10.03,36,65,6.30,58,3.69,2.80,1.59,94,29
PKN,2008/Q3,49.81,0.69,7.07,4.87,187.02,0.18,6.61,5.20,-8.06,,57.41,0.31,4.67,8.68,14.19%,6.09%,3.53%,3.78%,3.45%,4.66%,9.43%,5.70%,156.39%,136.13%,0.52,1.21,0.55,2.15,1.21,0.67,1.15,0.90,24 101 024 000,4.59,9 840 379 000,1.87,0.78,1.21,0.11,0.77,1.60,0.12,0.63,0.17,0.12,10.17,36,60,6.45,57,3.81,3.00,1.68,93,33
PKN,2008/Q4,41.65,0.62,-5.86,,185.96,0.14,-3.75,,-20.46,,55.07,0.30,26.52,-14.69,-14.06%,-5.33%,-2.02%,-3.15%,0.94%,-3.67%,6.96%,-3.41%,-69.27%,103.68%,0.56,1.48,0.26,5.67,0.77,0.48,1.49,0.91,24 842 047 000,27.97,12 548 541 000,14.13,0.61,0.77,0.06,0.39,0.81,0.07,0.31,-0.09,-0.06,10.20,36,71,6.78,54,3.86,2.91,1.66,90,19
PKN,2009/Q1,40.55,0.59,-9.88,,178.39,0.13,-5.82,,-26.75,,57.26,0.32,365.58,-9.84,-24.37%,-8.49%,-3.26%,-5.54%,-0.13%,-6.52%,6.37%,-5.00%,-111.76%,94.78%,0.59,1.70,0.28,5.75,0.70,0.45,1.63,0.89,27 374 694 000,408.66,14 309 490 000,213.62,0.55,0.70,0.07,0.38,0.73,0.09,0.28,-0.13,-0.10,9.97,37,89,6.92,53,3.82,2.66,1.57,90,1
PKN,2009/Q2,42.96,0.61,-11.21,,165.94,0.16,-8.12,,-22.60,,57.39,0.35,-28.24,-7.07,-26.10%,-9.57%,-4.90%,-6.76%,-1.48%,-8.14%,5.51%,-6.93%,-108.48%,104.89%,0.58,1.57,0.80,1.91,1.07,0.66,1.50,0.89,27 475 830 000,-31.60,13 264 408 000,-15.26,0.59,1.07,0.08,0.62,1.35,0.10,0.50,0.10,0.08,9.63,38,96,6.73,54,3.68,2.38,1.44,92,-4
PKN,2009/Q3,44.57,0.67,-9.09,,155.64,0.19,-8.33,,-19.24,,61.77,0.40,-28.13,-7.41,-20.39%,-7.92%,-5.35%,-5.84%,-1.69%,-7.21%,5.93%,-7.26%,-115.80%,114.41%,0.55,1.43,0.74,1.95,1.10,0.67,1.43,0.91,26 129 653 000,-27.82,13 696 646 000,-14.58,0.63,1.10,0.07,0.60,1.44,0.08,0.50,0.12,0.10,9.76,37,101,6.36,57,3.60,2.18,1.36,94,-7
PKN,2009/Q4,44.51,0.76,3.06,11.10,158.82,0.21,2.57,13.24,-18.58,,57.95,0.36,6.76,22.59,6.87%,2.67%,1.62%,1.93%,1.58%,2.12%,8.96%,2.23%,25.35%,61.35%,0.56,1.44,0.69,2.05,1.09,0.66,1.41,0.90,24 258 815 000,6.62,10 263 188 000,2.80,0.64,1.09,0.21,0.62,1.37,0.22,0.39,0.11,0.09,10.46,35,89,6.05,60,3.59,2.22,1.37,95,6
PKN,2010/Q1,45.59,0.85,7.01,5.54,165.22,0.23,4.40,8.82,-18.46,,62.86,0.38,6.11,14.29,15.37%,6.09%,2.66%,4.24%,2.53%,4.96%,9.43%,3.82%,67.69%,78.65%,0.55,1.39,0.58,2.40,1.02,0.63,1.41,0.92,24 457 540 000,5.56,10 290 809 000,2.34,0.65,1.02,0.15,0.56,1.21,0.17,0.38,0.07,0.05,11.24,32,74,6.04,60,3.68,2.34,1.43,92,18
PKN,2010/Q2,46.47,0.76,4.26,8.34,175.27,0.20,5.48,6.47,-20.65,,58.28,0.33,5.18,10.63,9.16%,3.49%,3.13%,2.43%,3.02%,3.05%,9.51%,4.50%,36.61%,47.82%,0.56,1.48,0.55,2.60,0.98,0.59,1.43,0.90,27 109 808 000,5.63,9 752 134 000,2.02,0.63,0.98,0.12,0.52,1.11,0.13,0.38,0.04,0.03,11.98,30,75,6.30,58,3.84,2.47,1.50,88,13
PKN,2010/Q3,49.08,0.82,4.99,8.02,183.36,0.22,6.34,6.31,-15.64,,63.09,0.34,5.22,9.96,10.16%,4.23%,3.46%,2.72%,3.28%,3.37%,9.48%,5.38%,34.39%,82.28%,0.53,1.26,0.53,2.46,1.05,0.64,1.34,0.92,25 095 789 000,4.85,9 875 752 000,1.91,0.69,1.05,0.08,0.55,1.29,0.09,0.45,0.09,0.07,12.40,29,74,6.55,56,3.97,2.58,1.56,85,11
PKN,2010/Q4,50.57,0.91,5.54,8.26,195.34,0.23,7.30,6.27,-14.47,,64.15,0.33,4.95,8.79,10.96%,4.64%,3.74%,2.84%,3.85%,3.67%,9.55%,6.10%,38.81%,103.83%,0.53,1.24,0.49,2.57,1.06,0.63,1.30,0.92,23 864 496 000,4.30,7 846 985 000,1.42,0.71,1.06,0.17,0.58,1.28,0.19,0.39,0.09,0.06,12.77,29,72,6.87,53,4.16,2.73,1.65,82,10
PKN,2011/Q1,54.27,0.97,6.74,7.81,207.57,0.25,9.35,5.63,-11.58,,72.42,0.35,4.86,7.75,12.42%,5.31%,4.50%,3.25%,4.60%,4.12%,10.06%,7.36%,51.00%,92.79%,0.52,1.22,0.36,3.26,1.02,0.58,1.21,0.91,25 081 115 000,3.94,8 455 533 000,1.33,0.75,1.02,0.13,0.53,1.17,0.16,0.36,0.06,0.04,12.93,28,72,6.87,53,4.20,2.88,1.71,81,9
PKN,2011/Q2,55.71,0.93,8.85,5.85,218.26,0.24,9.08,5.70,-4.58,,70.18,0.32,4.82,7.73,15.89%,6.95%,4.16%,4.06%,4.21%,4.99%,9.47%,7.13%,90.34%,105.97%,0.51,1.17,0.42,2.65,1.19,0.62,1.08,0.90,25 698 983 000,4.13,7 883 595 000,1.27,0.84,1.19,0.11,0.65,1.46,0.12,0.44,0.15,0.10,13.20,28,68,6.77,54,4.15,3.10,1.78,82,14
PKN,2011/Q3,55.83,0.65,5.34,6.83,233.64,0.16,9.06,4.03,-8.32,,58.19,0.25,4.00,6.43,9.57%,3.92%,3.88%,2.29%,3.87%,2.91%,8.88%,6.65%,53.51%,62.01%,0.54,1.32,0.46,2.58,1.15,0.60,1.13,0.89,28 820 266 000,4.64,9 280 137 000,1.49,0.79,1.15,0.12,0.59,1.36,0.13,0.39,0.13,0.08,13.55,27,68,6.70,54,4.08,3.33,1.83,81,13
PKN,2011/Q4,57.36,0.59,5.53,6.14,250.11,0.14,4.83,7.02,-4.21,,51.64,0.21,4.97,10.69,9.63%,4.02%,1.93%,2.21%,3.22%,2.61%,8.02%,3.52%,310.52%,,0.54,1.30,0.49,2.19,1.28,0.62,1.06,0.91,26 230 195 000,5.90,7 588 425 000,1.71,0.86,1.28,0.27,0.70,1.52,0.29,0.41,0.18,0.11,13.69,27,67,6.63,55,3.98,3.62,1.90,82,15
PKN,2012/Q1,60.07,0.62,5.89,6.34,265.48,0.14,3.90,9.59,-0.34,,54.11,0.20,5.69,13.89,9.81%,4.28%,1.47%,2.22%,2.75%,2.60%,7.35%,2.83%,264.89%,,0.53,1.21,0.45,2.22,1.33,0.63,1.00,0.92,26 577 296 000,6.53,7 170 076 000,1.76,0.92,1.33,0.22,0.67,1.58,0.23,0.44,0.19,0.11,13.95,26,62,6.54,56,3.95,3.94,1.97,82,20
PKN,2012/Q2,59.37,0.63,3.78,9.91,270.89,0.14,2.41,15.50,-1.01,,56.62,0.21,7.12,23.46,6.36%,2.87%,0.89%,1.39%,2.20%,1.66%,6.71%,1.83%,-1 088.72%,,0.51,1.13,0.46,2.23,1.33,0.66,1.02,0.92,25 013 791 000,7.35,8 214 896 000,2.41,0.91,1.33,0.21,0.71,1.66,0.22,0.49,0.20,0.11,14.00,26,61,6.54,56,3.95,4.04,2.00,82,21
PKN,2012/Q3,62.81,0.72,7.57,6.01,277.83,0.16,3.98,11.43,3.53,12.90,59.23,0.21,6.30,14.88,12.06%,5.62%,1.43%,2.73%,2.62%,3.27%,7.07%,2.95%,159.91%,,0.50,1.07,0.38,2.51,1.35,0.64,0.95,0.93,24 637 363 000,6.13,5 872 628 000,1.46,0.98,1.35,0.21,0.73,1.63,0.22,0.51,0.20,0.11,13.77,26,58,6.59,55,3.97,4.24,2.05,81,23
PKN,2012/Q4,61.91,0.80,5.48,9.03,280.80,0.18,4.73,10.46,3.50,14.15,65.31,0.23,6.52,13.80,8.85%,4.45%,1.69%,1.95%,2.18%,2.19%,6.67%,3.85%,75.90%,-892.01%,0.46,0.92,0.35,2.69,1.33,0.68,0.94,0.93,21 744 397 000,5.08,6 761 662 000,1.58,0.99,1.33,0.15,0.71,1.71,0.17,0.54,0.20,0.10,13.90,26,53,6.82,53,4.17,4.36,2.13,79,26
PKN,2013/Q1,62.55,0.82,2.88,17.82,276.65,0.19,3.34,15.41,4.42,11.63,71.42,0.26,8.38,21.41,4.61%,2.30%,1.21%,1.04%,1.68%,1.02%,6.25%,2.66%,77.18%,-538.16%,0.47,0.94,0.31,3.03,1.31,0.65,0.93,0.93,23 756 282 000,6.52,8 563 199 000,2.35,1.00,1.31,0.08,0.61,1.59,0.08,0.53,0.19,0.09,13.53,27,52,6.88,53,4.25,4.35,2.15,80,28
PKN,2013/Q2,60.62,0.77,2.41,19.31,277.48,0.17,2.14,21.80,2.52,18.51,58.69,0.21,8.03,27.46,3.98%,1.89%,0.77%,0.87%,1.23%,0.71%,5.84%,1.68%,17.17%,74.94%,0.49,1.03,0.33,2.96,1.29,0.63,0.96,0.93,21 873 028 000,7.00,5 171 403 000,1.65,0.97,1.29,0.25,0.76,1.52,0.27,0.49,0.17,0.09,13.34,27,53,7.18,51,4.28,4.41,2.17,78,25
PKN,2013/Q3,62.10,0.71,0.75,58.92,274.53,0.16,0.19,227.91,4.83,9.13,55.43,0.20,10.43,286.11,1.21%,0.60%,0.07%,0.27%,0.69%,0.00%,5.36%,0.15%,7.05%,183.93%,0.47,0.95,0.28,3.29,1.29,0.63,0.92,0.93,22 448 815 000,9.87,4 822 611 000,2.12,1.01,1.29,0.15,0.67,1.54,0.16,0.51,0.18,0.09,13.33,27,53,7.29,50,4.35,4.41,2.19,77,24
