Spółka,Kwartały,Wartość księgowa,Cena/WK,Zysk na akcję,Cena/Zysk,Przychód,Cena/Przychód,Zysk operacyjny,Cena/Zysk operacyjny,Wartość księgowa Grahama,Cena/Wartość księgowa Grahama,Wartość przedsiębiorstwa,Wartość przedsiębiorstwa/Przychody,Wartość przedsiębiorstwa/EBIT,Wartość przedsiębiorstwa/EBITDA,ROE,ROA,Marża zysku operacyjnego,Marża zysku netto,Marża zysku ze sprzedaży,Marża zysku brutto,Marża zysku brutto ze sprzedaży,Rentowność operacyjna aktywów,Udział zysku netto w przepływach operacyjnych,Wskaźnik źródeł finansowania inwestycji,Zadłużenie ogólne,Zadłużenie kapitału własnego,Zadłużenie długoterminowe,Zadłużenie środków trwałych,Pokrycie aktywów trwałych kapitałami stałymi,Trwałość struktury finansowania,Zastosowanie kapitału obcego,Wskaźnik ogólnej sytuacji finansowej,Zadłużenie netto,Zadłużenie netto / EBITDA,Zadłużenie finansowe netto,Zadłużenie finansowe netto / EBITDA,I stopień pokrycia,II stopień pokrycia,Płynność gotówkowa,Płynność szybka,Płynność bieżąca,Płynność podwyższona,Pokrycie zobowiązań należnościami,Udział kapitału pracującego w aktywach,Pokrycie kosztów kapitałem obrotowym,Rotacja należności,Cykl należności,Cykl zobowiązań,Rotacja zapasów,Cykl zapasów,Rotacja majątku obrotowego,Rotacja majątku trwałego,Rotacja majątku ogółem,Cykl operacyjny,Cykl konwersji gotówki
PKN,2013/Q4,60.67,0.68,0.41,99.64,266.19,0.15,0.78,52.66,1.51,27.23,51.80,0.19,8.85,66.54,0.68%,0.34%,0.29%,0.15%,0.42%,0.16%,5.16%,0.65%,3.10%,78.40%,0.46,0.92,0.30,3.22,1.26,0.66,0.97,0.94,20 947 000 000,8.37,4 621 000 000,1.85,0.96,1.26,0.18,0.67,1.53,0.18,0.49,0.17,0.08,13.05,28,55,7.23,50,4.27,4.27,2.14,78,23
PKN,2014/Q1,60.59,0.71,0.21,203.84,258.35,0.17,0.58,75.15,0.57,75.76,64.30,0.25,11.46,111.80,0.35%,0.17%,0.22%,0.08%,0.16%,0.20%,5.00%,0.46%,2.54%,112.42%,0.48,0.98,0.35,2.77,1.28,0.66,0.99,0.94,24 460 000 000,10.19,9 016 000 000,3.76,0.95,1.28,0.05,0.58,1.57,0.06,0.52,0.18,0.09,12.85,28,56,7.08,52,4.20,4.12,2.08,80,24
PKN,2014/Q2,48.40,0.85,-11.45,,259.15,0.16,-10.37,,-3.77,,55.81,0.22,-10.42,-5.38,-23.67%,-9.68%,-4.00%,-4.42%,0.45%,-4.74%,5.26%,-8.76%,-148.03%,80.37%,0.56,1.37,0.57,1.88,1.36,0.64,1.06,0.92,22 914 000 000,-10.00,6 336 000 000,-2.77,0.87,1.36,0.32,0.83,1.61,0.33,0.50,0.20,0.10,13.11,28,55,7.21,51,4.25,4.25,2.13,79,24
PKN,2014/Q3,49.47,0.83,-11.73,,256.27,0.16,-9.47,,-3.93,,55.01,0.21,-11.83,-5.81,-23.71%,-9.84%,-3.70%,-4.58%,0.77%,-4.86%,5.69%,-7.94%,-117.15%,63.61%,0.55,1.33,0.56,1.89,1.35,0.65,1.06,0.92,22 921 000 000,-11.53,5 884 000 000,-2.96,0.87,1.35,0.31,0.84,1.63,0.33,0.52,0.20,0.10,13.22,28,54,7.43,49,4.24,4.28,2.13,77,23
PKN,2014/Q4,43.89,1.11,-13.59,,249.78,0.20,-11.01,,-10.72,,67.02,0.27,-10.54,-6.08,-30.96%,-12.44%,-4.41%,-5.44%,0.37%,-5.85%,5.45%,-10.08%,-182.33%,76.28%,0.56,1.40,0.66,1.84,1.24,0.67,1.21,0.91,21 540 000 000,-7.92,7 740 000 000,-2.85,0.75,1.24,0.28,0.85,1.55,0.34,0.51,0.17,0.08,13.18,28,54,7.81,47,4.24,4.25,2.12,75,21
PKN,2015/Q1,46.06,1.29,-11.97,,240.16,0.25,-8.78,,-8.79,,73.65,0.31,-17.18,-8.39,-25.98%,-11.00%,-3.66%,-4.98%,1.47%,-5.22%,6.82%,-8.07%,-67.29%,61.83%,0.54,1.28,0.53,2.18,1.20,0.65,1.18,0.92,21 417 000 000,-11.68,6 161 000 000,-3.36,0.78,1.20,0.21,0.76,1.45,0.25,0.50,0.14,0.07,13.08,28,55,8.38,44,4.26,4.18,2.11,72,17
PKN,2015/Q2,47.96,1.54,3.38,21.85,231.10,0.32,7.54,9.79,-5.10,,87.96,0.38,7.40,11.67,7.04%,2.95%,3.26%,1.46%,3.92%,2.34%,9.52%,6.58%,23.19%,154.85%,0.54,1.30,0.48,2.26,1.24,0.62,1.09,0.91,21 997 000 000,4.33,6 044 000 000,1.19,0.83,1.24,0.25,0.82,1.46,0.28,0.54,0.16,0.09,12.31,30,57,8.23,44,4.20,3.99,2.05,74,17
PKN,2015/Q3,51.65,1.28,3.98,16.64,217.79,0.30,7.90,8.38,-1.74,,80.29,0.37,6.54,10.16,7.70%,3.41%,3.63%,1.83%,4.37%,2.82%,10.23%,6.78%,40.53%,105.44%,0.52,1.17,0.55,1.86,1.38,0.69,1.03,0.92,20 376 000 000,3.88,6 026 000 000,1.15,0.89,1.38,0.36,0.96,1.83,0.39,0.56,0.23,0.14,11.88,31,58,7.85,47,4.02,3.74,1.94,78,20
PKN,2015/Q4,51.84,1.31,6.63,10.23,206.53,0.33,10.15,6.69,-7.29,,85.81,0.42,5.89,8.46,12.79%,5.89%,4.91%,3.21%,5.68%,4.19%,11.94%,9.02%,52.99%,164.63%,0.50,1.08,0.46,2.40,1.18,0.67,1.15,0.93,20 571 000 000,3.30,7 680 000 000,1.23,0.81,1.18,0.17,0.74,1.52,0.24,0.49,0.15,0.09,11.43,32,61,7.15,51,3.86,3.47,1.83,83,22
PKN,2016/Q1,52.44,1.41,5.65,13.07,197.67,0.37,8.44,8.76,-8.54,,88.43,0.45,6.80,10.48,10.78%,5.01%,4.27%,2.86%,4.89%,3.66%,11.47%,7.48%,33.12%,91.43%,0.49,1.06,0.44,2.54,1.15,0.67,1.18,0.94,19 548 000 000,3.51,6 215 000 000,1.12,0.80,1.15,0.25,0.78,1.45,0.30,0.48,0.13,0.09,11.26,32,63,7.03,52,3.74,3.22,1.73,84,21
PKN,2016/Q2,54.60,1.26,6.22,11.11,184.99,0.37,9.20,7.50,-7.45,,82.23,0.44,5.92,8.94,11.39%,5.13%,4.97%,3.36%,4.28%,4.02%,11.30%,7.60%,41.64%,101.32%,0.51,1.12,0.44,2.57,1.17,0.65,1.14,0.92,21 701 000 000,3.65,5 636 000 000,0.95,0.81,1.17,0.26,0.77,1.44,0.28,0.49,0.14,0.10,10.99,33,66,6.60,55,3.56,2.90,1.60,88,22
PKN,2016/Q3,58.12,1.12,7.93,8.20,179.42,0.36,10.65,6.11,-4.93,,77.46,0.43,5.00,7.28,13.64%,6.57%,5.93%,4.42%,4.65%,5.28%,11.96%,8.82%,40.61%,119.80%,0.48,0.99,0.40,2.69,1.19,0.67,1.09,0.93,20 293 000 000,3.06,5 325 000 000,0.80,0.85,1.19,0.26,0.82,1.53,0.29,0.53,0.15,0.12,10.63,34,69,6.59,55,3.56,2.71,1.54,89,20
PKN,2016/Q4,62.58,1.36,12.30,6.93,186.00,0.46,17.61,4.84,-2.42,,94.50,0.51,4.19,5.37,19.66%,9.47%,9.47%,6.61%,7.26%,8.66%,14.24%,13.56%,56.38%,62.29%,0.47,0.98,0.36,2.87,1.20,0.66,1.04,0.92,20 952 000 000,2.17,3 935 000 000,0.41,0.88,1.20,0.31,0.85,1.52,0.32,0.52,0.16,0.13,10.30,35,70,6.58,55,3.51,2.73,1.54,90,20
PKN,2017/Q1,67.49,1.48,16.00,6.25,201.57,0.50,21.81,4.58,2.67,37.52,108.54,0.54,4.04,4.98,23.71%,12.54%,10.82%,7.94%,8.73%,10.43%,15.21%,17.09%,96.71%,90.25%,0.42,0.80,0.31,3.10,1.24,0.69,0.95,0.91,18 895 000 000,1.64,3 653 000 000,0.32,0.95,1.24,0.27,0.86,1.69,0.30,0.56,0.18,0.14,10.69,34,65,6.62,55,3.63,2.91,1.61,89,24
PKN,2017/Q2,68.06,1.64,16.74,6.69,210.15,0.53,20.95,5.34,3.23,34.68,114.65,0.55,4.38,5.47,24.59%,12.67%,9.97%,7.96%,8.11%,10.10%,14.31%,15.86%,81.29%,66.96%,0.43,0.84,0.30,3.21,1.24,0.67,0.95,0.90,18 337 000 000,1.64,1 175 000 000,0.11,0.95,1.24,0.37,0.94,1.64,0.39,0.54,0.18,0.14,10.92,33,62,6.92,53,3.67,2.99,1.65,86,24
PKN,2017/Q3,72.07,1.69,16.02,7.60,218.68,0.56,22.12,5.50,6.45,18.88,123.03,0.56,4.47,5.56,22.23%,11.60%,10.11%,7.33%,8.66%,9.85%,14.75%,16.01%,70.56%,57.35%,0.43,0.82,0.29,3.24,1.28,0.67,0.90,0.89,18 346 000 000,1.56,568 000 000,0.05,0.99,1.28,0.40,1.01,1.70,0.42,0.59,0.20,0.15,10.75,34,62,7.01,52,3.62,3.06,1.66,86,24
PKN,2017/Q4,75.28,1.41,15.56,6.81,222.96,0.48,20.24,5.24,8.12,13.06,107.78,0.48,4.16,5.33,20.67%,10.97%,9.08%,6.98%,8.11%,9.14%,14.26%,14.27%,82.67%,75.22%,0.42,0.79,0.28,3.20,1.30,0.68,0.88,0.89,18 775 000 000,1.69,761 000 000,0.07,1.01,1.30,0.38,1.01,1.77,0.41,0.59,0.21,0.16,10.68,34,60,6.99,52,3.56,3.08,1.65,86,26
PKN,2018/Q1,75.35,1.12,13.51,6.23,223.82,0.38,18.23,4.62,1.41,59.77,96.17,0.43,4.00,5.28,17.93%,9.61%,8.14%,6.03%,7.32%,7.76%,13.56%,12.97%,73.25%,98.28%,0.46,0.85,0.32,2.86,1.32,0.71,0.98,0.98,22 839 000 000,2.22,5 154 000 000,0.50,1.00,1.32,0.24,0.85,1.63,0.26,0.58,0.18,0.13,10.16,36,63,6.87,53,3.46,3.05,1.62,89,26
PKN,2018/Q2,76.95,1.09,13.09,6.42,232.42,0.36,18.82,4.47,2.75,30.52,94.01,0.40,3.78,5.00,17.01%,8.67%,8.10%,5.63%,7.53%,7.58%,13.72%,12.47%,89.26%,119.82%,0.48,0.95,0.33,2.75,1.36,0.68,0.96,0.98,25 279 000 000,2.38,4 256 000 000,0.40,1.02,1.36,0.26,0.88,1.60,0.29,0.59,0.19,0.15,9.68,38,64,6.65,55,3.39,3.13,1.63,93,29
PKN,2018/Q3,81.45,1.24,15.06,6.71,245.54,0.41,18.86,5.36,6.35,15.91,109.54,0.45,4.38,5.81,18.49%,9.55%,7.68%,6.13%,7.20%,7.64%,13.15%,11.96%,94.40%,113.50%,0.48,0.92,0.32,2.74,1.40,0.68,0.92,0.98,25 488 000 000,2.38,3 651 000 000,0.34,1.07,1.40,0.29,0.92,1.65,0.31,0.60,0.20,0.16,9.52,38,65,6.56,56,3.39,3.26,1.66,94,29
PKN,2018/Q4,83.31,1.30,12.88,8.39,256.50,0.42,16.61,6.51,4.16,26.00,121.24,0.47,5.30,7.30,15.47%,8.61%,6.47%,5.02%,5.52%,6.38%,11.30%,11.09%,110.68%,217.97%,0.44,0.80,0.32,2.73,1.39,0.74,0.94,0.99,23 669 000 000,2.42,5 599 000 000,0.57,1.05,1.39,0.25,0.94,1.79,0.28,0.63,0.21,0.14,9.73,38,63,6.77,54,3.50,3.35,1.71,92,29
PKN,2019/Q1,85.14,1.15,12.43,7.85,261.18,0.37,15.63,6.25,-3.56,,118.00,0.45,5.28,7.55,14.60%,7.71%,5.98%,4.76%,5.13%,6.04%,11.14%,9.69%,93.96%,,0.47,0.89,0.39,2.18,1.34,0.74,1.05,1.01,28 587 000 000,2.99,8 707 000 000,0.91,0.96,1.34,0.20,0.86,1.70,0.22,0.64,0.19,0.13,9.55,38,62,6.67,55,3.48,3.27,1.69,93,31
PKN,2019/Q2,85.64,1.05,12.10,7.44,267.09,0.34,14.96,6.02,-1.48,,103.97,0.39,4.71,6.95,14.13%,7.31%,5.60%,4.53%,4.98%,5.81%,11.27%,9.04%,71.15%,77.03%,0.48,0.93,0.38,2.49,1.36,0.72,1.02,1.00,27 609 000 000,2.92,5 985 000 000,0.63,0.98,1.36,0.31,0.94,1.67,0.32,0.60,0.19,0.14,9.75,37,61,6.80,54,3.53,3.22,1.68,91,30
PKN,2019/Q3,89.35,1.10,10.24,9.64,264.49,0.37,13.82,7.14,1.00,98.86,111.94,0.42,5.21,8.10,11.46%,6.12%,5.23%,3.87%,4.80%,5.00%,11.54%,8.26%,61.21%,79.55%,0.47,0.87,0.37,2.49,1.39,0.73,0.99,1.00,26 137 000 000,2.85,5 661 000 000,0.62,1.01,1.39,0.36,1.00,1.77,0.38,0.61,0.21,0.15,9.88,37,60,6.79,54,3.52,3.08,1.64,91,31
PKN,2019/Q4,90.24,0.95,10.05,8.54,260.00,0.33,12.54,6.84,-1.57,,100.89,0.39,4.86,8.04,11.14%,6.04%,4.82%,3.87%,5.16%,4.81%,12.50%,7.53%,46.14%,67.06%,0.46,0.84,0.37,2.54,1.35,0.74,1.02,1.00,26 193 000 000,2.95,6 446 000 000,0.73,0.98,1.35,0.34,0.92,1.75,0.35,0.54,0.19,0.15,9.85,37,62,6.52,56,3.42,2.92,1.57,93,31
PKN,2020/Q1,84.92,0.66,2.82,19.74,252.59,0.22,5.76,9.66,-8.10,,75.36,0.30,5.31,13.08,3.32%,1.77%,2.28%,1.12%,1.87%,1.66%,9.64%,3.61%,13.94%,78.36%,0.47,0.88,0.41,2.45,1.28,0.75,1.12,1.02,25 275 000 000,4.16,8 410 000 000,1.38,0.91,1.28,0.30,0.95,1.66,0.39,0.50,0.17,0.12,10.26,36,63,6.91,53,3.38,2.80,1.53,89,26
PKN,2020/Q2,93.15,0.67,8.36,7.49,224.02,0.28,10.15,6.17,-33.84,,99.21,0.44,5.16,9.77,8.97%,4.36%,4.53%,3.73%,0.84%,3.90%,9.77%,5.29%,42.03%,184.25%,0.50,1.02,0.43,3.03,1.02,0.69,1.55,1.11,37 258 000 000,4.53,15 650 000 000,1.90,0.71,1.02,0.13,0.60,1.11,0.14,0.42,0.03,0.03,9.60,38,74,6.40,57,3.18,2.22,1.31,95,21
PKN,2020/Q3,93.95,0.49,6.94,6.61,211.60,0.22,8.40,5.46,-35.22,,84.82,0.40,4.67,10.10,7.39%,3.63%,3.97%,3.28%,-0.10%,3.32%,9.68%,4.39%,40.80%,352.15%,0.49,0.99,0.42,3.12,1.00,0.70,1.60,1.13,38 856 000 000,5.01,16 669 000 000,2.15,0.71,1.00,0.05,0.55,1.07,0.05,0.46,0.02,0.02,9.27,39,83,6.35,58,3.25,1.89,1.19,97,14
PKN,2020/Q4,97.25,0.59,6.44,8.96,201.49,0.29,9.29,6.21,-39.36,,100.59,0.50,5.05,10.83,6.62%,3.29%,4.61%,3.20%,-0.01%,3.39%,11.06%,4.74%,38.02%,240.27%,0.49,1.00,0.45,2.95,1.02,0.72,1.68,1.18,39 757 000 000,4.67,18 334 000 000,2.15,0.70,1.02,0.05,0.54,1.07,0.07,0.44,0.02,0.02,8.79,42,92,6.29,58,3.31,1.63,1.09,100,8
PKN,2021/Q1,101.89,0.62,16.02,3.96,207.30,0.31,18.98,3.34,-41.61,,107.18,0.52,3.52,5.65,15.73%,7.45%,9.16%,7.73%,5.13%,8.63%,16.41%,8.82%,64.83%,141.25%,0.52,1.09,0.46,2.77,1.02,0.69,1.60,1.12,44 762 000 000,3.44,18 700 000 000,1.44,0.70,1.02,0.07,0.56,1.08,0.10,0.44,0.03,0.03,8.33,44,100,5.82,63,3.36,1.51,1.04,107,7
PKN,2021/Q2,104.23,0.74,11.93,6.44,236.32,0.32,16.17,4.75,-39.43,,116.11,0.49,4.14,7.18,11.44%,5.32%,6.84%,5.05%,5.93%,6.37%,16.28%,7.21%,41.30%,104.08%,0.53,1.13,0.51,2.50,1.08,0.70,1.50,1.07,46 026 000 000,3.83,16 821 000 000,1.40,0.72,1.08,0.10,0.68,1.21,0.16,0.50,0.06,0.07,8.67,42,92,6.30,58,3.58,1.68,1.14,100,8
PKN,2021/Q3,110.96,0.74,17.19,4.77,265.61,0.31,22.65,3.62,-37.54,,121.45,0.46,3.48,5.36,15.49%,7.26%,8.53%,6.47%,7.14%,8.06%,16.75%,9.56%,50.92%,86.07%,0.52,1.12,0.48,2.54,1.09,0.70,1.44,1.06,48 008 000 000,3.22,16 864 000 000,1.13,0.74,1.09,0.10,0.69,1.23,0.16,0.51,0.07,0.08,8.88,41,87,6.57,56,3.64,1.83,1.22,97,10
PKO,2007/Q4,11.98,4.39,2.90,18.12,9.64,5.45,3.60,14.59,,,,,,,24.24%,2.68%,37.38%,30.11%,,,,3.32%,-31.96%,,0.89,8.06,,,,,,,76 642 357 000,19.22,,,,,,,,,,,,0.13,2 896,3 575,,,,,0.09,,
PKO,2008/Q1,12.91,3.48,3.18,14.14,10.23,4.40,3.92,11.48,,,,,,,24.64%,2.80%,38.34%,31.12%,,,,3.44%,-53.20%,-50.03%,0.89,7.81,,,,,,,79 679 284 000,18.46,,,,,,,,,,,,0.13,2 863,3 483,,,,,0.09,,
PKO,2008/Q2,12.67,3.62,3.47,13.22,10.92,4.20,4.32,10.60,,,,,,,27.37%,2.95%,39.59%,31.75%,,,,3.68%,-473.67%,24.32%,0.89,8.28,,,,,,,88 079 202 000,18.62,,,,,,,,,,,,0.13,2 877,3 382,,,,,0.10,,
PKO,2008/Q3,13.63,3.18,3.63,11.96,11.56,3.75,3.35,12.96,,,,,,,26.61%,2.97%,28.96%,31.37%,,,,2.74%,-212.87%,5 461.48%,0.89,7.96,,,,,,,89 922 445 000,23.90,,,,,,,,,,,,0.13,2 889,3 307,,,,,0.10,,
PKO,2008/Q4,14.00,2.54,3.12,11.38,12.18,2.92,3.96,8.96,,,,,,,22.29%,2.32%,32.53%,25.62%,,,,2.94%,96.02%,144.89%,0.90,8.62,,,,,,,100 134 474 000,22.80,,,,,,,,,,,,0.13,2 840,3 259,,,,,0.10,,
PKO,2009/Q1,14.54,1.47,2.71,7.90,12.37,1.73,3.46,6.18,,,,,,,18.64%,1.94%,28.00%,21.90%,,,,2.49%,620.42%,-12.35%,0.90,8.59,,,,,,,105 626 796 000,27.04,,,,,,,,,,,,0.12,2 980,3 384,,,,,0.10,,
PKO,2009/Q2,14.32,1.78,2.42,10.52,12.29,2.07,3.12,8.16,,,,,,,16.92%,1.70%,25.40%,19.71%,,,,2.20%,-73.77%,-114.48%,0.90,8.93,,,,,,,107 342 829 000,30.04,,,,,,,,,,,,0.12,3 144,3 577,,,,,0.09,,
PKO,2009/Q3,14.81,2.26,2.16,15.55,12.37,2.71,3.98,8.42,,,,,,,14.56%,1.47%,32.21%,17.44%,,,,2.72%,-169.99%,-13.50%,0.90,8.89,,,,,,,107 516 115 000,24.20,,,,,,,,,,,,0.11,3 255,3 727,,,,,0.09,,
PKO,2009/Q4,16.35,2.32,1.84,20.60,9.89,3.84,3.56,10.68,,,,,,,11.28%,1.47%,35.96%,18.64%,,,,2.84%,-47.44%,,0.87,6.66,,,,,,,106 420 609 000,21.64,,,,,,,,,,,,0.11,3 360,3 841,,,,,0.08,,
PKO,2010/Q1,16.94,2.36,1.99,20.10,10.25,3.90,3.73,10.70,,,,,,,11.73%,1.59%,36.42%,19.40%,,,,2.98%,-73.02%,373.44%,0.86,6.40,,,,,,,107 619 422 000,20.95,,,,,,,,,,,,0.11,3 313,3 785,,,,,0.09,,
PKO,2010/Q2,17.72,2.06,2.13,17.15,10.76,3.39,3.91,9.32,,,,,,,12.00%,1.60%,36.34%,19.75%,,,,2.95%,-214.84%,,0.87,6.48,,,,,,,113 665 397 000,21.18,,,,,,,,,,,,0.11,3 258,3 710,,,,,0.09,,
PKO,2010/Q3,18.26,2.41,2.29,19.21,11.13,3.96,4.12,10.69,,,,,,,12.55%,1.72%,37.01%,20.59%,,,,3.09%,-66.57%,412.02%,0.86,6.31,,,,,,,113 950 510 000,20.22,,,,,,,,,,,,0.11,3 244,3 666,,,,,0.09,,
PKO,2010/Q4,17.09,2.54,2.57,16.84,11.44,3.79,3.26,13.28,,,,,,,15.06%,1.90%,28.54%,22.50%,,,,2.40%,944.37%,139.16%,0.87,6.94,,,,,,,119 637 141 000,26.05,,,,,,,,,,,,0.11,3 250,3 647,,,,,0.09,,
PKO,2011/Q1,17.65,2.48,2.69,16.22,11.62,3.76,3.41,12.82,,,,,,,15.27%,1.95%,29.33%,23.18%,,,,2.47%,1 537.02%,,0.87,6.83,,,,,,,121 507 153 000,25.42,,,,,,,,,,,,0.11,3 292,3 684,,,,,0.09,,
PKO,2011/Q2,16.51,2.54,2.84,14.78,11.88,3.53,3.56,11.79,,,,,,,17.21%,1.99%,29.99%,23.92%,,,,2.49%,143.17%,45.27%,0.88,7.66,,,,,,,125 498 759 000,25.20,,,,,,,,,,,,0.11,3 282,3 692,,,,,0.09,,
PKO,2011/Q3,17.56,1.87,2.98,11.05,12.25,2.69,3.71,8.86,,,,,,,16.96%,1.99%,30.32%,24.32%,,,,2.48%,51.54%,31.77%,0.88,7.52,,,,,,,130 800 072 000,25.26,,,,,,,,,,,,0.11,3 274,3 708,,,,,0.09,,
PKO,2011/Q4,18.26,1.76,3.05,10.55,12.70,2.53,3.84,8.36,,,,,,,16.68%,2.00%,30.24%,23.98%,,,,2.52%,68.51%,54.88%,0.88,7.36,,,,,,,130 612 319 000,24.55,,,,,,,,,,,,0.11,3 221,3 688,,,,,0.09,,
PKO,2012/Q1,18.90,1.78,3.15,10.66,13.11,2.56,3.96,8.48,,,,,,,16.68%,2.08%,30.23%,24.04%,,,,2.61%,119.69%,91.80%,0.88,7.03,,,,,,,128 681 782 000,23.46,,,,,,,,,,,,0.12,3 162,3 658,,,,,0.09,,
PKO,2012/Q2,18.41,1.88,3.14,11.03,13.37,2.59,3.95,8.77,,,,,,,17.05%,2.06%,29.51%,23.47%,,,,2.59%,115.89%,34.78%,0.88,7.28,,,,,,,130 514 348 000,23.86,,,,,,,,,,,,0.12,3 135,3 639,,,,,0.09,,
PKO,2012/Q3,19.02,1.87,3.06,11.63,13.49,2.64,3.85,9.26,,,,,,,16.10%,1.98%,28.51%,22.69%,,,,2.49%,-314.17%,,0.88,7.13,,,,,,,134 236 348 000,25.09,,,,,,,,,,,,0.12,3 132,3 630,,,,,0.09,,
PKO,2012/Q4,19.55,1.89,2.99,12.34,13.48,2.74,3.69,10.00,,,,,,,15.30%,1.94%,27.39%,22.19%,,,,2.39%,266.08%,,0.87,6.90,,,,,,,133 265 438 000,25.85,,,,,,,,,,,,0.12,3 151,3 638,,,,,0.09,,
PKO,2013/Q1,20.34,1.70,2.81,12.29,13.26,2.61,3.46,9.99,,,,,,,13.83%,1.78%,26.10%,21.22%,,,,2.19%,281.87%,10.33%,0.87,6.75,,,,,,,134 412 401 000,27.60,,,,,,,,,,,,0.11,3 239,3 730,,,,,0.09,,
PKO,2013/Q2,18.93,1.88,2.66,13.41,12.85,2.77,3.26,10.91,,,,,,,14.03%,1.67%,25.39%,20.66%,,,,2.06%,-151.83%,-164.38%,0.88,7.38,,,,,,,139 087 291 000,30.02,,,,,,,,,,,,0.11,3 387,3 888,,,,,0.08,,
PKO,2013/Q3,19.56,1.90,2.52,14.71,12.30,3.02,3.09,11.99,,,,,,,12.89%,1.56%,25.15%,20.51%,,,,1.92%,66.60%,91.68%,0.88,7.25,,,,,,,140 877 285 000,31.74,,,,,,,,,,,,0.10,3 583,4 108,,,,,0.08,,
PKO,2013/Q4,20.12,1.96,2.58,15.26,11.75,3.35,3.24,12.18,,,,,,,12.84%,1.62%,27.55%,21.99%,,,,2.03%,-284.14%,-40.01%,0.87,6.92,,,,,,,137 034 945 000,29.62,,,,,,,,,,,,0.10,3 779,4 333,,,,,0.07,,
PKO,2014/Q1,20.75,2.05,2.60,16.33,11.41,3.72,3.28,12.95,,,,,,,12.53%,1.60%,28.76%,22.80%,,,,2.02%,37.46%,38.62%,0.87,6.83,,,,,,,139 740 532 000,29.67,,,,,,,,,,,,0.09,3 928,4 499,,,,,0.07,,
PKO,2014/Q2,20.81,1.81,2.68,14.05,11.54,3.27,3.36,11.23,,,,,,,12.89%,1.38%,29.11%,23.26%,,,,1.73%,238.49%,60.21%,0.89,8.31,,,,,,,167 249 820 000,34.47,,,,,,,,,,,,0.09,4 062,4 713,,,,,0.07,,
PKO,2014/Q3,21.60,1.84,2.78,14.28,11.76,3.37,3.48,11.39,,,,,,,12.86%,1.42%,29.61%,23.62%,,,,1.78%,-221.13%,103.36%,0.89,8.05,,,,,,,168 173 478 000,33.33,,,,,,,,,,,,0.09,4 147,4 872,,,,,0.07,,
PKO,2014/Q4,22.09,1.62,2.60,13.74,11.79,3.03,3.20,11.17,,,,,,,11.78%,1.31%,27.16%,22.08%,,,,1.61%,160.74%,58.92%,0.89,8.01,,,,,,,169 186 510 000,35.62,,,,,,,,,,,,0.08,4 325,5 151,,,,,0.06,,
PKO,2015/Q1,22.61,1.50,2.48,13.72,11.70,2.91,3.04,11.20,,,,,,,10.96%,1.21%,25.96%,21.19%,,,,1.48%,-121.88%,101.74%,0.89,8.08,,,,,,,173 879 256 000,37.94,,,,,,,,,,,,0.08,4 562,5 512,,,,,0.06,,
PKO,2015/Q2,22.98,1.35,2.36,13.20,11.24,2.77,2.87,10.83,,,,,,,10.25%,1.15%,25.59%,20.98%,,,,1.41%,30.15%,48.37%,0.89,7.89,,,,,,,173 587 387 000,39.57,,,,,,,,,,,,0.08,4 805,5 806,,,,,0.06,,
PKO,2015/Q3,23.66,1.24,2.31,12.74,10.83,2.72,2.81,10.47,,,,,,,9.76%,1.13%,25.96%,21.33%,,,,1.38%,40.94%,75.52%,0.88,7.62,,,,,,,173 482 411 000,40.15,,,,,,,,,,,,0.07,5 037,6 076,,,,,0.05,,
PKO,2015/Q4,24.21,1.13,2.09,13.09,10.60,2.58,2.52,10.84,,,,,,,8.62%,0.98%,23.78%,19.69%,,,,1.18%,16.95%,60.43%,0.89,7.82,,,,,,,178 473 998 000,44.94,,,,,,,,,,,,0.07,5 234,6 313,,,,,0.05,,
PKO,2016/Q1,24.83,1.12,2.08,13.36,10.54,2.64,2.52,11.05,,,,,,,8.38%,0.97%,23.88%,19.75%,,,,1.18%,13.66%,61.33%,0.88,7.61,,,,,,,172 785 735 000,43.77,,,,,,,,,,,,0.07,5 291,6 408,,,,,0.05,,
PKO,2016/Q2,25.27,0.92,2.22,10.50,10.62,2.19,2.74,8.49,,,,,,,8.77%,1.02%,25.83%,20.89%,,,,1.26%,21.59%,83.60%,0.88,7.62,,,,,,,178 049 960 000,42.05,,,,,,,,,,,,0.07,5 299,6 456,,,,,0.05,,
PKO,2016/Q3,25.86,1.01,2.18,11.98,10.68,2.45,2.76,9.47,,,,,,,8.43%,0.99%,25.82%,20.42%,,,,1.25%,17.32%,51.03%,0.88,7.53,,,,,,,177 792 270 000,41.87,,,,,,,,,,,,0.07,5 320,6 542,,,,,0.05,,
PKO,2016/Q4,26.05,1.08,2.30,12.24,10.84,2.60,2.60,10.84,,,,,,,8.82%,1.01%,23.96%,21.22%,,,,1.14%,40.50%,92.74%,0.89,7.77,,,,,,,199 310 800 000,49.26,,,,,,,,,,,,0.07,5 317,6 557,,,,,0.05,,
PKO,2017/Q1,26.67,1.20,2.21,14.52,11.09,2.89,2.59,12.38,,,,,,,8.28%,0.96%,23.35%,19.92%,,,,1.12%,76.82%,92.46%,0.88,7.65,,,,,,,187 679 000 000,46.28,,,,,,,,,,,,0.07,5 301,6 534,,,,,0.05,,
